table_id,row_id,_b_state_or_location_and_agency_b_full_path,_b_state_or_location_and_agency_b_level_1,_b_state_or_location_and_agency_b_level_2,_b_state_or_location_and_agency_b_level_3,_b_state_or_location_and_agency_b_level_4,_b_state_or_location_and_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments
10857,r879,West Virginia -> Other agencies -> National Aeronautics and Space Administration,West Virginia,Other agencies,National Aeronautics and Space Administration,,3,3748,0,0,1745,2003,0,0
10857,r880,West Virginia -> Other agencies -> National Science Foundation,West Virginia,Other agencies,National Science Foundation,,3,13261,0,0,0,2564,10036,661
10857,r881,West Virginia -> Other agencies -> Nuclear Regulatory Commission,West Virginia,Other agencies,Nuclear Regulatory Commission,,3,163,0,0,163,0,0,0
10857,r882,Wisconsin,Wisconsin,,,,1,1115331,62417,0,225174,753921,62517,11302
10857,r883,Wisconsin -> Departments,Wisconsin,Departments,,,2,,,,,,,
10857,r884,Wisconsin -> Departments -> Department of Agriculture,Wisconsin,Departments,Department of Agriculture,,3,81451,47124,0,1305,30181,2829,12
10857,r885,Wisconsin -> Departments -> Department of Commerce,Wisconsin,Departments,Department of Commerce,,3,7884,0,0,345,7539,0,0
10857,r886,Wisconsin -> Departments -> Department of Defense,Wisconsin,Departments,Department of Defense,,3,212637,157,0,178220,34103,157,0
10857,r887,Wisconsin -> Departments -> Department of Education,Wisconsin,Departments,Department of Education,,3,9002,0,0,0,3479,5523,0
10857,r888,Wisconsin -> Departments -> Department of Energy,Wisconsin,Departments,Department of Energy,,3,88003,0,0,13654,69658,4691,0
10857,r889,Wisconsin -> Departments -> Department of Health and Human Services,Wisconsin,Departments,Department of Health and Human Services,,3,558459,0,0,22063,478905,48137,9355
10857,r890,Wisconsin -> Departments -> Department of the Interior,Wisconsin,Departments,Department of the Interior,,3,15084,14630,0,37,191,0,226
10857,r891,Wisconsin -> Departments -> Department of Transportation,Wisconsin,Departments,Department of Transportation,,3,2865,100,0,0,1056,0,1709
10857,r892,Wisconsin -> Departments -> Department of Veterans Affairs,Wisconsin,Departments,Department of Veterans Affairs,,3,406,406,0,0,0,0,0
10857,r893,Wisconsin -> Other agencies,Wisconsin,Other agencies,,,2,,,,,,,
10857,r894,Wisconsin -> Other agencies -> Environmental Protection Agency,Wisconsin,Other agencies,Environmental Protection Agency,,3,2647,0,0,317,2330,0,0
10857,r895,Wisconsin -> Other agencies -> National Aeronautics and Space Administration,Wisconsin,Other agencies,National Aeronautics and Space Administration,,3,23659,0,0,4766,18842,50,0
10857,r896,Wisconsin -> Other agencies -> National Science Foundation,Wisconsin,Other agencies,National Science Foundation,,3,112578,0,0,4467,106980,1131,0
10857,r897,Wisconsin -> Other agencies -> Social Security Administration,Wisconsin,Other agencies,Social Security Administration,,3,656,0,0,0,656,0,0
10857,r898,Wyoming,Wyoming,,,,1,80466,28294,0,4739,44308,740,2385
10857,r899,Wyoming -> Departments,Wyoming,Departments,,,2,,,,,,,
10857,r900,Wyoming -> Departments -> Department of Agriculture,Wyoming,Departments,Department of Agriculture,,3,3242,134,0,175,2858,76,0
10857,r901,Wyoming -> Departments -> Department of Defense,Wyoming,Departments,Department of Defense,,3,1179,79,0,914,186,0,0
10857,r902,Wyoming -> Departments -> Department of Energy,Wyoming,Departments,Department of Energy,,3,9751,0,0,1348,7843,560,0
10857,r903,Wyoming -> Departments -> Department of Health and Human Services,Wyoming,Departments,Department of Health and Human Services,,3,13550,0,0,259,13076,0,215
10857,r904,Wyoming -> Departments -> Department of Homeland Security,Wyoming,Departments,Department of Homeland Security,,3,259,0,0,259,0,0,0
10857,r905,Wyoming -> Departments -> Department of the Interior,Wyoming,Departments,Department of the Interior,,3,29094,28081,0,0,725,78,210
10857,r906,Wyoming -> Departments -> Department of Transportation,Wyoming,Departments,Department of Transportation,,3,2164,0,0,204,0,0,1960
10857,r907,Wyoming -> Other agencies,Wyoming,Other agencies,,,2,,,,,,,
10857,r908,Wyoming -> Other agencies -> National Aeronautics and Space Administration,Wyoming,Other agencies,National Aeronautics and Space Administration,,3,1732,0,0,665,1040,26,0
10857,r909,Wyoming -> Other agencies -> National Science Foundation,Wyoming,Other agencies,National Science Foundation,,3,19495,0,0,914,18581,0,0
10857,r910,Outlying areas,Outlying areas,,,,1,142474,28964,0,2313,97068,6241,7888
10857,r911,Outlying areas -> Departments,Outlying areas,Departments,,,2,,,,,,,
10857,r912,Outlying areas -> Departments -> Department of Agriculture,Outlying areas,Departments,Department of Agriculture,,3,21833,5491,0,175,16167,0,0
10857,r913,Outlying areas -> Departments -> Department of Commerce,Outlying areas,Departments,Department of Commerce,,3,3363,450,0,0,2859,54,0
10857,r914,Outlying areas -> Departments -> Department of Defense,Outlying areas,Departments,Department of Defense,,3,4650,46,0,129,4476,0,0
10857,r915,Outlying areas -> Departments -> Department of Education,Outlying areas,Departments,Department of Education,,3,250,0,0,250,0,0,0
10857,r916,Outlying areas -> Departments -> Department of Health and Human Services,Outlying areas,Departments,Department of Health and Human Services,,3,54529,0,0,1150,44530,6187,2663
10857,r917,Outlying areas -> Departments -> Department of Homeland Security,Outlying areas,Departments,Department of Homeland Security,,3,577,0,0,107,470,0,0
10857,r918,Outlying areas -> Departments -> Department of the Interior,Outlying areas,Departments,Department of the Interior,,3,6524,1055,0,0,243,0,5226
10857,r919,Outlying areas -> Departments -> Department of Veterans Affairs,Outlying areas,Departments,Department of Veterans Affairs,,3,21923,21923,0,0,0,0,0
10857,r920,Outlying areas -> Other agencies,Outlying areas,Other agencies,,,2,,,,,,,
10857,r921,Outlying areas -> Other agencies -> National Aeronautics and Space Administration,Outlying areas,Other agencies,National Aeronautics and Space Administration,,3,63,0,0,0,63,0,0
10857,r922,Outlying areas -> Other agencies -> National Science Foundation,Outlying areas,Other agencies,National Science Foundation,,3,28762,0,0,502,28261,0,0
10857,r923,Outlying areas -> Puerto Rico,Outlying areas,Puerto Rico,,,2,101838,28349,0,1932,68614,54,2888
10857,r924,Outlying areas -> Puerto Rico -> Departments,Outlying areas,Puerto Rico,Departments,,3,,,,,,,
10857,r925,Outlying areas -> Puerto Rico -> Departments -> Department of Agriculture,Outlying areas,Puerto Rico,Departments,Department of Agriculture,4,11828,5314,0,175,6339,0,0
10857,r926,Outlying areas -> Puerto Rico -> Departments -> Department of Commerce,Outlying areas,Puerto Rico,Departments,Department of Commerce,4,2115,61,0,0,2000,54,0
10857,r927,Outlying areas -> Puerto Rico -> Departments -> Department of Defense,Outlying areas,Puerto Rico,Departments,Department of Defense,4,1997,0,0,0,1997,0,0
10857,r928,Outlying areas -> Puerto Rico -> Departments -> Department of Health and Human Services,Outlying areas,Puerto Rico,Departments,Department of Health and Human Services,4,45895,0,0,1150,42082,0,2663
10857,r929,Outlying areas -> Puerto Rico -> Departments -> Department of Homeland Security,Outlying areas,Puerto Rico,Departments,Department of Homeland Security,4,575,0,0,105,470,0,0
10857,r930,Outlying areas -> Puerto Rico -> Departments -> Department of the Interior,Outlying areas,Puerto Rico,Departments,Department of the Interior,4,1413,1052,0,0,136,0,226
10857,r931,Outlying areas -> Puerto Rico -> Departments -> Department of Veterans Affairs,Outlying areas,Puerto Rico,Departments,Department of Veterans Affairs,4,21923,21923,0,0,0,0,0
10857,r932,Outlying areas -> Puerto Rico -> Other agencies,Outlying areas,Puerto Rico,Other agencies,,3,,,,,,,
10857,r933,Outlying areas -> Puerto Rico -> Other agencies -> National Science Foundation,Outlying areas,Puerto Rico,Other agencies,National Science Foundation,4,16092,0,0,502,15591,0,0
10857,r934,Outlying areas -> Other areas<sup>c</sup>,Outlying areas,Other areas<sup>c</sup>,,,2,40636,615,0,381,28454,6187,5000
10857,r935,Outlying areas -> Other areas<sup>c</sup> -> Departments,Outlying areas,Other areas<sup>c</sup>,Departments,,3,,,,,,,
10857,r936,Outlying areas -> Other areas<sup>c</sup> -> Departments -> Department of Agriculture,Outlying areas,Other areas<sup>c</sup>,Departments,Department of Agriculture,4,10005,177,0,0,9828,0,0
10857,r937,Outlying areas -> Other areas<sup>c</sup> -> Departments -> Department of Commerce,Outlying areas,Other areas<sup>c</sup>,Departments,Department of Commerce,4,1248,389,0,0,859,0,0
10857,r938,Outlying areas -> Other areas<sup>c</sup> -> Departments -> Department of Defense,Outlying areas,Other areas<sup>c</sup>,Departments,Department of Defense,4,2653,46,0,129,2479,0,0
10857,r939,Outlying areas -> Other areas<sup>c</sup> -> Departments -> Department of Education,Outlying areas,Other areas<sup>c</sup>,Departments,Department of Education,4,250,0,0,250,0,0,0
10857,r940,Outlying areas -> Other areas<sup>c</sup> -> Departments -> Department of Health and Human Services,Outlying areas,Other areas<sup>c</sup>,Departments,Department of Health and Human Services,4,8634,0,0,0,2447,6187,0
10857,r941,Outlying areas -> Other areas<sup>c</sup> -> Departments -> Department of Homeland Security,Outlying areas,Other areas<sup>c</sup>,Departments,Department of Homeland Security,4,2,0,0,2,0,0,0
10857,r942,Outlying areas -> Other areas<sup>c</sup> -> Departments -> Department of the Interior,Outlying areas,Other areas<sup>c</sup>,Departments,Department of the Interior,4,5111,3,0,0,108,0,5000
10857,r943,Outlying areas -> Other areas<sup>c</sup> -> Other agencies,Outlying areas,Other areas<sup>c</sup>,Other agencies,,3,,,,,,,
10857,r944,Outlying areas -> Other areas<sup>c</sup> -> Other agencies -> National Aeronautics and Space Administration,Outlying areas,Other areas<sup>c</sup>,Other agencies,National Aeronautics and Space Administration,4,63,0,0,0,63,0,0
10857,r945,Outlying areas -> Other areas<sup>c</sup> -> Other agencies -> National Science Foundation,Outlying areas,Other areas<sup>c</sup>,Other agencies,National Science Foundation,4,12670,0,0,0,12670,0,0
10857,r946,Offices abroad<sup>d</sup>,Offices abroad<sup>d</sup>,,,,1,20507,14222,0,5330,955,0,0
10857,r947,Offices abroad<sup>d</sup> -> Departments,Offices abroad<sup>d</sup>,Departments,,,2,,,,,,,
10857,r948,Offices abroad<sup>d</sup> -> Departments -> Department of Defense,Offices abroad<sup>d</sup>,Departments,Department of Defense,,3,4192,1170,0,3022,0,0,0
10857,r949,Offices abroad<sup>d</sup> -> Departments -> Department of Energy,Offices abroad<sup>d</sup>,Departments,Department of Energy,,3,900,0,0,0,900,0,0
10857,r950,Offices abroad<sup>d</sup> -> Departments -> Department of Health and Human Services,Offices abroad<sup>d</sup>,Departments,Department of Health and Human Services,,3,5558,5558,0,0,0,0,0
10857,r951,Offices abroad<sup>d</sup> -> Departments -> Department of Homeland Security,Offices abroad<sup>d</sup>,Departments,Department of Homeland Security,,3,1068,0,0,1068,0,0,0
10857,r952,Offices abroad<sup>d</sup> -> Departments -> Department of the Interior,Offices abroad<sup>d</sup>,Departments,Department of the Interior,,3,1226,0,0,1226,0,0,0
10857,r953,Offices abroad<sup>d</sup> -> Departments -> Department of State,Offices abroad<sup>d</sup>,Departments,Department of State,,3,7000,7000,0,0,0,0,0
10857,r954,Offices abroad<sup>d</sup> -> Other agencies,Offices abroad<sup>d</sup>,Other agencies,,,2,,,,,,,
10857,r955,Offices abroad<sup>d</sup> -> Other agencies -> National Aeronautics and Space Administration,Offices abroad<sup>d</sup>,Other agencies,National Aeronautics and Space Administration,,3,495,495,0,0,0,0,0
10857,r956,Offices abroad<sup>d</sup> -> Other agencies -> Nuclear Regulatory Commission,Offices abroad<sup>d</sup>,Other agencies,Nuclear Regulatory Commission,,3,68,0,0,13,55,0,0
10857,r957,Undistributed<sup>e</sup>,Undistributed<sup>e</sup>,,,,1,4972632,3771869,320,1192463,7935,46,0
10857,r958,Undistributed<sup>e</sup> -> Departments,Undistributed<sup>e</sup>,Departments,,,2,,,,,,,
10857,r959,Undistributed<sup>e</sup> -> Departments -> Department of Defense,Undistributed<sup>e</sup>,Departments,Department of Defense,,3,4972632,3771869,320,1192463,7935,46,0
