table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_master_s_students_rank,field_master_s_students_total,field_master_s_students_science,field_master_s_students_engineering,field_master_s_students_health,field_doctoral_students_rank,field_doctoral_students_total,field_doctoral_students_science,field_doctoral_students_engineering,field_doctoral_students_health
3542,r614,All institutions<sup>a</sup> -> U. Central del Caribe,All institutions<sup>a</sup>,U. Central del Caribe,2,613,28,28,0,0,657,2,2,0,0,346,26,26,0,0
3542,r615,All institutions<sup>a</sup> -> Morehead State U.,All institutions<sup>a</sup>,Morehead State U.,2,613,28,28,0,0,585,28,28,0,0,394,0,0,0,0
3542,r616,All institutions<sup>a</sup> -> Point Loma Nazarene U.,All institutions<sup>a</sup>,Point Loma Nazarene U.,2,613,28,28,0,0,585,28,28,0,0,394,0,0,0,0
3542,r617,All institutions<sup>a</sup> -> Rhode Island C.,All institutions<sup>a</sup>,Rhode Island C.,2,613,28,28,0,0,585,28,28,0,0,394,0,0,0,0
3542,r618,All institutions<sup>a</sup> -> Alaska Pacific U.,All institutions<sup>a</sup>,Alaska Pacific U.,2,617,27,27,0,0,590,27,27,0,0,394,0,0,0,0
3542,r619,All institutions<sup>a</sup> -> Loras C.,All institutions<sup>a</sup>,Loras C.,2,617,27,27,0,0,590,27,27,0,0,394,0,0,0,0
3542,r620,All institutions<sup>a</sup> -> Milwaukee School of Engineering,All institutions<sup>a</sup>,Milwaukee School of Engineering,2,617,27,0,27,0,590,27,0,27,0,394,0,0,0,0
3542,r621,All institutions<sup>a</sup> -> San Juan Bautista School of Medicine,All institutions<sup>a</sup>,San Juan Bautista School of Medicine,2,617,27,0,0,27,590,27,0,0,27,394,0,0,0,0
3542,r622,All institutions<sup>a</sup> -> Williams C.,All institutions<sup>a</sup>,Williams C.,2,617,27,27,0,0,590,27,27,0,0,394,0,0,0,0
3542,r623,All institutions<sup>a</sup> -> New England C. of Optometry,All institutions<sup>a</sup>,New England C. of Optometry,2,622,26,26,0,0,595,26,26,0,0,394,0,0,0,0
3542,r624,All institutions<sup>a</sup> -> Southern Oregon U.,All institutions<sup>a</sup>,Southern Oregon U.,2,622,26,26,0,0,595,26,26,0,0,394,0,0,0,0
3542,r625,All institutions<sup>a</sup> -> Drew U.,All institutions<sup>a</sup>,Drew U.,2,624,25,4,0,21,647,6,4,0,2,362,19,0,0,19
3542,r626,"All institutions<sup>a</sup> -> SUNY, C. of Optometry",All institutions<sup>a</sup>,"SUNY, C. of Optometry",2,624,25,25,0,0,633,11,11,0,0,372,14,14,0,0
3542,r627,All institutions<sup>a</sup> -> Delta State U.,All institutions<sup>a</sup>,Delta State U.,2,624,25,25,0,0,598,25,25,0,0,394,0,0,0,0
3542,r628,"All institutions<sup>a</sup> -> U. South Carolina, Aiken",All institutions<sup>a</sup>,"U. South Carolina, Aiken",2,624,25,25,0,0,598,25,25,0,0,394,0,0,0,0
3542,r629,All institutions<sup>a</sup> -> Rosalind Franklin U. of Medicine and Science,All institutions<sup>a</sup>,Rosalind Franklin U. of Medicine and Science,2,628,24,24,0,0,662,0,0,0,0,354,24,24,0,0
3542,r630,All institutions<sup>a</sup> -> Bucknell U.,All institutions<sup>a</sup>,Bucknell U.,2,628,24,16,8,0,600,24,16,8,0,394,0,0,0,0
3542,r631,All institutions<sup>a</sup> -> Kutztown U. Pennsylvania,All institutions<sup>a</sup>,Kutztown U. Pennsylvania,2,630,23,23,0,0,601,23,23,0,0,394,0,0,0,0
3542,r632,"All institutions<sup>a</sup> -> SUNY, C. Plattsburgh",All institutions<sup>a</sup>,"SUNY, C. Plattsburgh",2,630,23,23,0,0,601,23,23,0,0,394,0,0,0,0
3542,r633,"All institutions<sup>a</sup> -> SUNY, Oneonta",All institutions<sup>a</sup>,"SUNY, Oneonta",2,630,23,23,0,0,601,23,23,0,0,394,0,0,0,0
3542,r634,"All institutions<sup>a</sup> -> Lincoln U., Jefferson City",All institutions<sup>a</sup>,"Lincoln U., Jefferson City",2,633,22,22,0,0,604,22,22,0,0,394,0,0,0,0
3542,r635,All institutions<sup>a</sup> -> Rose-Hulman Institute of Technology,All institutions<sup>a</sup>,Rose-Hulman Institute of Technology,2,633,22,0,22,0,604,22,0,22,0,394,0,0,0,0
3542,r636,All institutions<sup>a</sup> -> Elizabeth City State U.,All institutions<sup>a</sup>,Elizabeth City State U.,2,635,21,21,0,0,606,21,21,0,0,394,0,0,0,0
3542,r637,"All institutions<sup>a</sup> -> Inter American U. Puerto Rico, Fajardo",All institutions<sup>a</sup>,"Inter American U. Puerto Rico, Fajardo",2,635,21,21,0,0,606,21,21,0,0,394,0,0,0,0
3542,r638,All institutions<sup>a</sup> -> Salisbury U.,All institutions<sup>a</sup>,Salisbury U.,2,635,21,21,0,0,606,21,21,0,0,394,0,0,0,0
3542,r639,"All institutions<sup>a</sup> -> U. Arkansas, Monticello",All institutions<sup>a</sup>,"U. Arkansas, Monticello",2,635,21,21,0,0,606,21,21,0,0,394,0,0,0,0
3542,r640,All institutions<sup>a</sup> -> U. Southern Maine,All institutions<sup>a</sup>,U. Southern Maine,2,635,21,21,0,0,606,21,21,0,0,394,0,0,0,0
3542,r641,All institutions<sup>a</sup> -> Alabama State U.,All institutions<sup>a</sup>,Alabama State U.,2,640,20,20,0,0,639,9,9,0,0,376,11,11,0,0
3542,r642,All institutions<sup>a</sup> -> Albany C. of Pharmacy and Health Sciences,All institutions<sup>a</sup>,Albany C. of Pharmacy and Health Sciences,2,640,20,8,0,12,611,20,8,0,12,394,0,0,0,0
3542,r643,All institutions<sup>a</sup> -> Georgia Southwestern State U.,All institutions<sup>a</sup>,Georgia Southwestern State U.,2,640,20,20,0,0,611,20,20,0,0,394,0,0,0,0
3542,r644,All institutions<sup>a</sup> -> Missouri Western State U.,All institutions<sup>a</sup>,Missouri Western State U.,2,640,20,20,0,0,611,20,20,0,0,394,0,0,0,0
3542,r645,All institutions<sup>a</sup> -> Northwestern Polytechnic U.,All institutions<sup>a</sup>,Northwestern Polytechnic U.,2,640,20,18,2,0,611,20,18,2,0,394,0,0,0,0
3542,r646,All institutions<sup>a</sup> -> Northwestern State U. Louisiana,All institutions<sup>a</sup>,Northwestern State U. Louisiana,2,640,20,20,0,0,611,20,20,0,0,394,0,0,0,0
3542,r647,All institutions<sup>a</sup> -> West Virginia State U.,All institutions<sup>a</sup>,West Virginia State U.,2,640,20,20,0,0,611,20,20,0,0,394,0,0,0,0
3542,r648,All institutions<sup>a</sup> -> Furman U.,All institutions<sup>a</sup>,Furman U.,2,647,19,7,0,12,618,19,7,0,12,394,0,0,0,0
3542,r649,All institutions<sup>a</sup> -> U. Wisconsin-Parkside,All institutions<sup>a</sup>,U. Wisconsin-Parkside,2,648,18,18,0,0,620,18,18,0,0,394,0,0,0,0
3542,r650,All institutions<sup>a</sup> -> Mississippi Valley State U.,All institutions<sup>a</sup>,Mississippi Valley State U.,2,649,17,7,0,10,622,17,7,0,10,394,0,0,0,0
3542,r651,All institutions<sup>a</sup> -> U.S. Merchant Marine Academy,All institutions<sup>a</sup>,U.S. Merchant Marine Academy,2,650,16,0,16,0,623,16,0,16,0,394,0,0,0,0
3542,r652,All institutions<sup>a</sup> -> Wagner C.,All institutions<sup>a</sup>,Wagner C.,2,650,16,16,0,0,623,16,16,0,0,394,0,0,0,0
3542,r653,All institutions<sup>a</sup> -> U. Portland,All institutions<sup>a</sup>,U. Portland,2,652,15,0,15,0,626,15,0,15,0,394,0,0,0,0
3542,r654,All institutions<sup>a</sup> -> Tougaloo C.,All institutions<sup>a</sup>,Tougaloo C.,2,653,14,14,0,0,629,14,14,0,0,394,0,0,0,0
3542,r655,"All institutions<sup>a</sup> -> Northeastern Ohio Universities, C. of Medicine",All institutions<sup>a</sup>,"Northeastern Ohio Universities, C. of Medicine",2,654,13,13,0,0,662,0,0,0,0,373,13,13,0,0
3542,r656,All institutions<sup>a</sup> -> Claflin U.,All institutions<sup>a</sup>,Claflin U.,2,655,11,11,0,0,633,11,11,0,0,394,0,0,0,0
3542,r657,All institutions<sup>a</sup> -> Marshall B. Ketchum U.,All institutions<sup>a</sup>,Marshall B. Ketchum U.,2,655,11,11,0,0,633,11,11,0,0,394,0,0,0,0
3542,r658,"All institutions<sup>a</sup> -> Montana State U., Billings",All institutions<sup>a</sup>,"Montana State U., Billings",2,655,11,11,0,0,633,11,11,0,0,394,0,0,0,0
3542,r659,"All institutions<sup>a</sup> -> SUNY, Potsdam",All institutions<sup>a</sup>,"SUNY, Potsdam",2,658,10,0,0,10,637,10,0,0,10,394,0,0,0,0
3542,r660,All institutions<sup>a</sup> -> Elmezzi Graduate School of Molecular Medicine,All institutions<sup>a</sup>,Elmezzi Graduate School of Molecular Medicine,2,659,9,9,0,0,662,0,0,0,0,381,9,9,0,0
3542,r661,All institutions<sup>a</sup> -> Western Connecticut State U.,All institutions<sup>a</sup>,Western Connecticut State U.,2,659,9,9,0,0,639,9,9,0,0,394,0,0,0,0
3542,r662,All institutions<sup>a</sup> -> Cabrini U.,All institutions<sup>a</sup>,Cabrini U.,2,661,8,8,0,0,643,8,8,0,0,394,0,0,0,0
3542,r663,All institutions<sup>a</sup> -> Vermont Technical C.,All institutions<sup>a</sup>,Vermont Technical C.,2,661,8,0,8,0,643,8,0,8,0,394,0,0,0,0
3542,r664,"All institutions<sup>a</sup> -> U. of Saint Francis, Fort Wayne",All institutions<sup>a</sup>,"U. of Saint Francis, Fort Wayne",2,663,7,5,0,2,646,7,5,0,2,394,0,0,0,0
3542,r665,All institutions<sup>a</sup> -> Point Park U.,All institutions<sup>a</sup>,Point Park U.,2,664,5,5,0,0,649,5,5,0,0,394,0,0,0,0
3542,r666,All institutions<sup>a</sup> -> St. Francis C.,All institutions<sup>a</sup>,St. Francis C.,2,664,5,5,0,0,649,5,5,0,0,394,0,0,0,0
3542,r667,All institutions<sup>a</sup> -> Alderson-Broaddus U.,All institutions<sup>a</sup>,Alderson-Broaddus U.,2,666,4,4,0,0,652,4,4,0,0,394,0,0,0,0
3542,r668,All institutions<sup>a</sup> -> Black Hills State U.,All institutions<sup>a</sup>,Black Hills State U.,2,666,4,4,0,0,652,4,4,0,0,394,0,0,0,0
3542,r669,All institutions<sup>a</sup> -> Butler U.,All institutions<sup>a</sup>,Butler U.,2,666,4,0,0,4,652,4,0,0,4,394,0,0,0,0
3542,r670,All institutions<sup>a</sup> -> Marietta C.,All institutions<sup>a</sup>,Marietta C.,2,666,4,4,0,0,652,4,4,0,0,394,0,0,0,0
3542,r671,All institutions<sup>a</sup> -> Goucher C.,All institutions<sup>a</sup>,Goucher C.,2,670,2,2,0,0,657,2,2,0,0,394,0,0,0,0
3542,r672,All institutions<sup>a</sup> -> North Central C.,All institutions<sup>a</sup>,North Central C.,2,670,2,2,0,0,657,2,2,0,0,394,0,0,0,0
3542,r673,All institutions<sup>a</sup> -> Wesley C.,All institutions<sup>a</sup>,Wesley C.,2,670,2,2,0,0,657,2,2,0,0,394,0,0,0,0
3542,r674,All institutions<sup>a</sup> -> Sitting Bull C.,All institutions<sup>a</sup>,Sitting Bull C.,2,673,1,1,0,0,661,1,1,0,0,394,0,0,0,0
